TaxonUsageID;TaxonName;NameAuthor;SYNONYM;TaxonConceptID;TaxonConcept;VernacularName;TaxonRank;GRUPPE;IsChildTaxonOfID;IsChildTaxonOf;NACHWEIS;AccordingTo;HYBRID;BEGRUEND;EDITSTATUS;EuroMed
216;"Alchemilla connivens";Buser;0;216;"Alchemilla connivens";"Zusammenneigender Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";39a5660c-2b10-4a55-a11b-9a6c9ed93547
218;"Alchemilla coriacea";Buser;0;218;"Alchemilla coriacea";"Ledriger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";98e6350b-1e2b-412a-8c26-8cc05823aa12
219;"Alchemilla crinita";Buser;0;219;"Alchemilla crinita";"Langhaariger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f4dee791-8505-464b-b593-34ef9d6c90d4
222;"Alchemilla cymatophylla";Juz.;0;222;"Alchemilla cymatophylla";"Wellenblättriger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";04bb037d-0b54-4e62-9b54-1ed62635cce3
223;"Alchemilla decumbens";Buser;0;223;"Alchemilla decumbens";"Niederliegender Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1d4fd48f-606c-4cc3-b9e5-1ca93bd93cf3
226;"Alchemilla effusa";Buser;0;226;"Alchemilla effusa";"Ausgebreiteter Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7aa1bcc1-0a3c-4d27-9f82-5d8988b36725
227;"Alchemilla filicaulis";Buser;0;227;"Alchemilla filicaulis";"Fadenstengeliger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7fdfe4c1-cf06-4650-95d5-2b96387eef1d
228;"Alchemilla filicaulis subsp. filicaulis";"";1;227;"Alchemilla filicaulis";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
229;"Alchemilla filicaulis subsp. vestita";"(Buser) M. E. Bradshaw";1;227;"Alchemilla filicaulis";;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";72279f96-4832-4ecc-a665-5e5b533053ed
235;"Alchemilla glabra";Neygenf.;0;235;"Alchemilla glabra";"Kahler Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";fae223e3-0997-4429-b20a-84ec7770cf0e
236;"Alchemilla glomerulans";Buser;0;236;"Alchemilla glomerulans";"Knäueliger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a64ae79c-27e8-4c55-bf11-da05b2560c42
237;"Alchemilla gracilis";auct.;1;20278;"Alchemilla micans";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";04802a34-5338-46c6-a305-e448c387965a
238;"Alchemilla heteropoda";auct.;1;26139;"Alchemilla lunaria";"Verschiedenstieliger Frauenmantel";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2f91b9b5-7e20-477d-ab8b-ec6806e1789d
240;"Alchemilla impexa";Buser;0;240;"Alchemilla impexa";"Ungekämmter Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9fa9a308-7a0b-4687-b988-a65bf6bffbdd
241;"Alchemilla inconcinna";auct.;1;226;"Alchemilla effusa";"Unschöner Frauenmantel";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";16580d58-8cef-41d3-93d1-27b5baff9bcd
242;"Alchemilla lineata";Buser;0;242;"Alchemilla lineata";Streifen-Frauenmantel;SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2cb74a00-ea4c-4bfe-8570-597bbefc56a7
245;"Alchemilla monticola";Opiz;0;245;"Alchemilla monticola";Bergwiesen-Frauenmantel;SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b86390f7-d699-4b00-8c1e-3d54b10579ee
248;"Alchemilla obscura";Buser;0;248;"Alchemilla obscura";"Dunkler Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e0ffb527-47f8-4bbc-9fcd-a2c6bba30288
250;"Alchemilla obtusa";Buser;0;250;"Alchemilla obtusa";"Stumpfer Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";797dfc84-84e5-45e2-b22d-6c075094ebd6
252;"Alchemilla propinqua";"H. Lindb. ex Juz.";0;252;"Alchemilla propinqua";"Verwandter Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6a2d4c8a-7685-4aa3-b517-05b3890f0995
254;"Alchemilla reniformis";Buser;0;254;"Alchemilla reniformis";"Nierenblättriger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";71df3ee1-2763-4a4c-8ff8-ddb2ac8e671c
256;"Alchemilla rubristipula";Buser;0;256;"Alchemilla rubristipula";"Rotscheidiger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";99dc435a-0888-4196-afca-d3b0d72c02c6
259;"Alchemilla semisecta";Buser;0;259;"Alchemilla semisecta";"Halbgeteilter Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";45406bde-9eba-4c4c-bf38-84710390bfa6
260;"Alchemilla sinuata";auct.;1;262;"Alchemilla straminea";"Gebuchteter Frauenmantel";SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a7e11b08-74f8-4db2-af4d-492e7bc24db5
262;"Alchemilla straminea";Buser;0;262;"Alchemilla straminea";"Strohgelber Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";018f830f-afc7-492f-8ece-8496cb5a5d8d
263;"Alchemilla strigosula";Buser;0;263;"Alchemilla strigosula";"Gestriegelter Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b234fb42-3235-4104-bff5-89ab777102bc
265;"Alchemilla subcrenata";Buser;0;265;"Alchemilla subcrenata";"Stumpfzähniger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";90658710-3dc5-4e54-a5d7-909e208ef606
266;"Alchemilla subglobosa";"C. G. Westerl.";0;266;"Alchemilla subglobosa";"Kugeliger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5ce8aa29-b217-4357-a707-dbfa9d653e08
267;"Alchemilla tenuis";Buser;0;267;"Alchemilla tenuis";"Dünner Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b7e30ea8-b8cf-467e-be40-6ef1928c29d2
268;"Alchemilla tirolensis";"Buser ex Dalla Torre & Sarnth.";0;268;"Alchemilla tirolensis";"Tiroler Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";948c7c3f-a3b8-48fe-bd58-f3d11d36131d
270;"Alchemilla undulata";Buser;0;270;"Alchemilla undulata";"Welliger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2d02572a-eac1-4351-9661-71a06cd05b25
271;"Alchemilla versipila";Buser;0;271;"Alchemilla versipila";"Wechselhaariger Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";073c437e-79b0-4382-b2c2-c0b9cb679d1a
273;"Alchemilla xanthochlora";Rothm.;0;273;"Alchemilla xanthochlora";"Gelbgrüner Frauenmantel";SPE;S;209;"Alchemilla vulgaris agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ed9e4a57-8f80-4759-8263-93b639268975
274;"Aldrovanda vesiculosa";L.;0;274;"Aldrovanda vesiculosa";Wasserfalle;SPE;S;60901;Aldrovanda;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";74732fcc-ded1-41da-866d-ae237485e4bc
275;"Alisma plantago-aquatica agg.";"";0;275;"Alisma plantago-aquatica agg.";"Artengruppe Gewöhnlicher Froschlöffel";AGG;S;61313;Alisma;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
276;"Alisma gramineum";Lej.;0;276;"Alisma gramineum";"Grasblättriger Froschlöffel";SPE;S;275;"Alisma plantago-aquatica agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5017aedb-1c17-4085-83e3-2240a8107803
277;"Alisma lanceolatum";With.;0;277;"Alisma lanceolatum";"Lanzettblättriger Froschlöffel";SPE;S;275;"Alisma plantago-aquatica agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8f1cc482-bd73-4a00-9d40-aa293066e610
278;"Alisma plantago-aquatica s. str.";L.;0;278;"Alisma plantago-aquatica s. str.";"Gewöhnlicher Froschlöffel";SPE;S;275;"Alisma plantago-aquatica agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
280;"Alliaria petiolata";"(M. Bieb.) Cavara & Grande";0;280;"Alliaria petiolata";Knoblauchsrauke;SPE;S;60828;Alliaria;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";aee08ccd-1ece-47ca-855f-c37178c6079d
282;"Allium ampeloprasum";Thunb.;0;282;"Allium ampeloprasum";"";SPE;S;61451;Allium;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;9c36f17d-2364-4a52-a786-0f70932e4db6
284;"Allium angulosum";L.;0;284;"Allium angulosum";"Kantiger Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";523c72b8-aec6-447a-aaf8-154b532c41b5
285;"Allium atropurpureum";"Waldst. & Kit.";0;285;"Allium atropurpureum";"Schwarzroter Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";4ac57742-019b-4bd5-8d29-f5d77967a4cb
287;"Allium carinatum";L.;0;287;"Allium carinatum";"Gekielter Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";2d2d541a-6c9e-46fd-996d-7d12f23fa63d
290;"Allium flavum";L.;0;290;"Allium flavum";"";SPE;S;61451;Allium;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;ab076b9e-8754-4a58-acc3-c136710a1045
294;"Allium montanum nom. illeg.";"F. W. Schmidt";1;12708;"Allium lusitanicum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
300;"Allium oleraceum";L.;0;300;"Allium oleraceum";"Gemüse-Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";970e958c-9c07-4e8f-b789-b48606804c9a
307;"Allium paradoxum";"(M. Bieb.) G. Don";0;307;"Allium paradoxum";Wunder-Lauch;SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d667bbb2-b5e5-4d1d-bbe9-e46e9dea1e36
308;"Allium pulchellum nom. illeg.";"G. Don";1;20319;"Allium cirrhosum";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
310;"Allium rotundum";L.;0;310;"Allium rotundum";;SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9f084ef4-2a64-4955-8a5b-ea8e267e7198
311;"Allium schoenoprasum";L.;0;311;"Allium schoenoprasum";Schnitt-Lauch;SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1017470c-5358-4946-8ccf-6023fac04d6e
312;"Allium scorodoprasum";L.;0;312;"Allium scorodoprasum";Schlangen-Lauch;SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7d1607f4-6fe6-4094-8977-e5db68ec253f
313;"Allium sphaerocephalon agg.";"";0;313;"Allium sphaerocephalon agg.";"";AGG;S;61451;Allium;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
315;"Allium sphaerocephalon";L.;0;315;"Allium sphaerocephalon";"Kugelköpfiger Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c16c6e45-e055-4711-bf58-1f8a23c2a311
316;"Allium strictum";Schrad.;0;316;"Allium strictum";"Steifer Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";875777d6-301f-4653-a165-104685f5c9ce
317;"Allium suaveolens";Jacq.;0;317;"Allium suaveolens";"Wohlriechender Lauch";SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";63745284-0473-4f44-831c-356dbbabaad2
320;"Allium ursinum";L.;0;320;"Allium ursinum";;SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e794079a-dbb5-4444-a1ed-5bdb866e651d
321;"Allium victorialis";L.;0;321;"Allium victorialis";Allermannsharnisch;SPE;S;61451;Allium;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";06e692dc-df1a-4c91-bd83-9f08a285b55f
322;"Allium vineale agg.";"";1;26922;"Allium vineale s. l.";;AGG;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
323;"Allium kochii";Lange;1;26922;"Allium vineale s. l.";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
324;"Allium vineale s. str.";L.;1;26922;"Allium vineale s. l.";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
325;"Alnus glutinosa";"(L.) Gaertn.";0;325;"Alnus glutinosa";Schwarz-Erle;SPE;S;60621;Alnus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";52a6b1cd-aac4-4327-a3af-911fcabc2b70
326;"Alnus incana";"(L.) Moench";0;326;"Alnus incana";Grau-Erle;SPE;S;60621;Alnus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";57b5f3c4-c473-4d41-b6d6-e31258914e5b
327;"Alnus rugosa";"(Du Roi) Spreng.";0;327;"Alnus rugosa";"";SPE;S;60621;Alnus;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;3683ea6e-4cb3-48b6-9161-cb278cf53368
328;"Alnus viridis";"(Chaix) DC.";1;11767;"Alnus alnobetula";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ad0dd171-5400-481d-ada8-1dc06fa8e84c
329;"Alopecurus aequalis";Sobol.;0;329;"Alopecurus aequalis";"Rotgelbes Fuchsschwanzgras";SPE;S;61360;Alopecurus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6c20b889-f4df-419d-ac1f-f3b0b1b28694
330;"Alopecurus bulbosus";Gouan;0;330;"Alopecurus bulbosus";"Knolliges Fuchsschwanzgras";SPE;S;61360;Alopecurus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";118ad809-effa-49be-81ba-0fbf33fceda8
331;"Alopecurus geniculatus";L.;0;331;"Alopecurus geniculatus";Knick-Fuchsschwanzgras;SPE;S;61360;Alopecurus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";e1ff42a5-ec57-41c6-bd6c-4467d54bed0a
333;"Alopecurus myosuroides";Huds.;0;333;"Alopecurus myosuroides";Acker-Fuchsschwanzgras;SPE;S;61360;Alopecurus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";36812117-a13e-44b2-84b0-051eeeeacb38
334;"Alopecurus pratensis agg.";;0;334;"Alopecurus pratensis agg.";;AGG;S;61360;Alopecurus;;"[GermanSL ad hoc]";x;;Ergaenzung;
335;"Alopecurus arundinaceus";Poir.;0;335;"Alopecurus arundinaceus";Rohr-Fuchsschwanzgras;SPE;S;61360;Alopecurus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bf6fe9ef-8070-4aae-9bb6-95fccec7823a
336;"Alopecurus pratensis";L.;0;336;"Alopecurus pratensis";Wiesen-Fuchsschwanzgras;SPE;S;61360;Alopecurus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1d82b70c-8685-4ea4-a6d2-296864770429
337;"Alopecurus utriculatus nom. illeg.";"(L.) Sm.";1;20342;"Alopecurus rendlei";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
339;"Althaea hirsuta";L.;0;339;"Althaea hirsuta";"Rauher Eibisch";SPE;S;61063;Althaea;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";252739e3-2cd6-42c3-a1f5-b8d49ae6ab51
340;"Althaea officinalis";L.;0;340;"Althaea officinalis";"Echter Eibisch";SPE;S;61063;Althaea;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d8d3954c-80b2-423b-837a-678934dcde71
345;"Alyssum alyssoides";"(L.) L.";0;345;"Alyssum alyssoides";Kelch-Steinkraut;SPE;S;60829;Alyssum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b5dd23b7-b814-462b-bd1f-8a72608e2ace
350;"Alyssum montanum";L.;0;350;"Alyssum montanum";Berg-Steinkraut;SPE;S;60829;Alyssum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d28e02c8-75ec-49d0-9fae-e2af5a692f88
351;"Alyssum murale";"Waldst. & Kit.";0;351;"Alyssum murale";"";SPE;S;60829;Alyssum;"";EuroMed2019;0;;Ergaenzung;d8b49210-ede0-4863-849a-55395085c9b5
354;"Alyssum saxatile";L.;1;777;"Aurinia saxatilis";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";8f327114-07ba-4531-9877-e485de1d0e5a
357;"Amaranthus albus";L.;0;357;"Amaranthus albus";"Weißer Fuchsschwanz";SPE;S;60606;Amaranthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";25e56f9e-c56c-4e25-95d7-823ded6d3c5c
358;"Amaranthus blitoides";"S. Watson";0;358;"Amaranthus blitoides";"Westamerikanischer Fuchsschwanz";SPE;S;60606;Amaranthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0c1beb94-8be8-4924-a047-133f5710dff4
360;"Amaranthus crispus";"(Lesp. & Thev.) Terracc.";0;360;"Amaranthus crispus";"";SPE;S;60606;Amaranthus;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;14e8decd-ce89-41c9-8bb7-6319d2c86065
361;"Amaranthus standleyanus";"Parodi ex Covas";0;361;"Amaranthus standleyanus";"";SPE;S;60606;Amaranthus;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;be1bf841-f64e-4913-936b-ef2e84edaafc
362;"Amaranthus deflexus";L.;0;362;"Amaranthus deflexus";"Liegender Fuchsschwanz";SPE;S;60606;Amaranthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";d3251fca-65bf-4a8b-bda9-972e6a2144bc
363;"Amaranthus graecizans";L.;0;363;"Amaranthus graecizans";"Griechischer Fuchsschwanz";SPE;S;60606;Amaranthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";6dda9f4f-196b-4055-bc3d-b3a203aa9693
364;"Amaranthus hybridus agg.";"";0;364;"Amaranthus hybridus agg.";"Artengruppe Grünähriger Fuchsschwanz";AGG;S;60606;Amaranthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
365;"Amaranthus cruentus";L.;0;365;"Amaranthus cruentus";"";SPE;S;60606;Amaranthus;"";EuroMed2019;0;;Ergaenzung;26c9006f-e653-4ea0-b89a-43bbab767f66
366;"Amaranthus hybridus s. str.";L.;0;366;"Amaranthus hybridus s. str.";"Ausgebreiteter Fuchsschwanz";SPE;S;364;"Amaranthus hybridus agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
368;"Amaranthus powellii";"S. Watson";0;368;"Amaranthus powellii";"Grünähriger Fuchsschwanz";SPE;S;364;"Amaranthus hybridus agg.";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";b974ce95-2d7f-41d0-a1da-11148bf5b330
370;"Amaranthus retroflexus";L.;0;370;"Amaranthus retroflexus";"Zurückgekrümmter Fuchsschwanz";SPE;S;60606;Amaranthus;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";5ade7ab3-27b0-462f-b7c7-60dfba395ed6
371;"Ambrosia artemisiifolia";L.;0;371;"Ambrosia artemisiifolia";"Beifußblättriges Traubenkraut";SPE;S;60731;Ambrosia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";84ba0b0c-bf09-436d-8eeb-6ef5485c8e30
373;"Ambrosia psilostachya";DC.;0;373;"Ambrosia psilostachya";Stauden-Ambrosie;SPE;S;60731;Ambrosia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";76610e67-b2d4-4aef-a785-c4555af5b150
374;"Ambrosia trifida";L.;0;374;"Ambrosia trifida";"Dreilappiges Traubenkraut";SPE;S;60731;Ambrosia;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0baa72da-9664-4c71-b31f-af4b0b0c6742
375;"Amelanchier lamarckii";"F. G. Schroed.";0;375;"Amelanchier lamarckii";Kupfer-Felsenbirne;SPE;S;61160;Amelanchier;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";c1d7324b-c34a-4909-922a-3d0cb2acb8e1
376;"Amelanchier ovalis s. l.";Medik.;0;376;"Amelanchier ovalis s. l.";"Echte Felsenbirne";AGG;S;61160;Amelanchier;"Buttler 2018";"Buttler 2018";0;"taxon und Parent auf gleichem Rang";Korrektur;
377;"Amelanchier spicata";"(Lam.) K. Koch";0;377;"Amelanchier spicata";Besen-Felsenbirne;SPE;S;61160;Amelanchier;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";04750f99-3a4e-4a08-8c63-65652590e637
380;"Ammi majus";L.;0;380;"Ammi majus";"";SPE;S;61251;Ammi;Florkart;"Jäger & Werner (2005)";"";;Ergaenzung;b00804a0-3c99-419d-a1a2-13a5b2110d14
381;"Ammocalamagrostis baltica";"(Flüggé ex Schrad.) P. Fourn.";1;26789;"Calammophila baltica";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
383;"Ammophila arenaria agg.";"";0;383;"Ammophila arenaria agg.";"";AGG;S;61361;Ammophila;Florkart;"Ehrendorfer (1973)";"";;Ergaenzung;
384;"Ammophila arenaria";"(L.) Link";0;384;"Ammophila arenaria";Strandhafer;SPE;S;61361;Ammophila;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";9d4533c1-c5bc-499e-8830-a03880b3edc9
386;"Ammophila baltica";"(Schrad.) Link";1;26789;"Calammophila baltica";"";SPE;S;;;"";EuroMed2019;0;;Ergaenzung;208da85f-39b2-43c9-b53c-ee7ecb805402
389;"Anacamptis pyramidalis";"(L.) Rich.";1;22898;"Orchis pyramidalis";Hundswurz;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";7f68c987-dcfe-4a12-b89b-5ae7c48c6ce5
392;"Anacharis nuttallii";Planch.;1;2099;"Elodea nuttallii";;SPE;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";89cb9f3e-9246-47ea-ac7d-d44bb33bd16c
393;"Anagallis arvensis";L.;0;393;"Anagallis arvensis";;SPE;S;61119;Anagallis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";a93dabe9-09fa-4f00-b62c-d4c631c6580b
394;"Anagallis arvensis subsp. arvensis";"";0;394;"Anagallis arvensis subsp. arvensis";Acker-Gauchheil;SSP;S;393;"Anagallis arvensis";"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
396;"Anagallis foemina";Mill.;0;396;"Anagallis foemina";"Blauer Gauchheil";SPE;S;61119;Anagallis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";684af299-f724-455e-86ec-576aa0ff74d2
397;"Anagallis tenella";"(L.) L.";0;397;"Anagallis tenella";"Zarter Gauchheil";SPE;S;61119;Anagallis;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";f3c60c81-974c-4a78-a567-e2b608bad438
398;"Anaphalis margaritacea";"(L.) Benth. & Hook. f.";0;398;"Anaphalis margaritacea";"";SPE;S;67192;Anaphalis;"";EuroMed2019;0;;Ergaenzung;5a8d46f8-4797-429a-866a-f1fb9e530306
399;"Anarrhinum bellidifolium";"(L.) Desf.";0;399;"Anarrhinum bellidifolium";Lochschlund;SPE;S;61201;Anarrhinum;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";bb162b59-76d1-49a6-b7af-3b225612c3c0
400;"Anchusa arvensis s. l.";"(L.) M. Bieb.";0;400;"Anchusa arvensis s. l.";Acker-Krummhals;AGG;S;60624;Anchusa;"Buttler 2018";"Buttler 2018";0;"taxon und Parent auf gleichem Rang";Korrektur;
401;"Anchusa arvensis subsp. arvensis";"";1;15059;"Anchusa arvensis s. str.";Acker-Krummhals;SSP;S;;;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";
403;"Anchusa azurea";Mill.;0;403;"Anchusa azurea";"";SPE;S;60624;Anchusa;"";EuroMed2019;0;;Ergaenzung;69a8381e-0689-4aac-bb3c-ac8e05a0a244
406;"Anchusa ochroleuca";"M. Bieb.";0;406;"Anchusa ochroleuca";"";SPE;S;60624;Anchusa;"Henker & Berg (2006)";EuroMed2019;0;;Ergaenzung;25c979d4-43d2-4e0e-b718-603093810f26
407;"Anchusa officinalis";L.;0;407;"Anchusa officinalis";"Gewöhnliche Ochsenzunge";SPE;S;60624;Anchusa;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";95320dbc-5135-4511-a0d8-ca3938006c17
409;"Andromeda polifolia";L.;0;409;"Andromeda polifolia";Rosmarinheide;SPE;S;60907;Andromeda;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";196d57ac-e812-4562-a9a3-b8c6b7eca23a
417;"Androsace chamaejasme";Wulfen;0;417;"Androsace chamaejasme";"Bewimperter Mannsschild";SPE;S;61120;Androsace;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";89340ec6-5901-4845-af63-c47663279555
418;"Androsace elongata";L.;0;418;"Androsace elongata";"Langgestielter Mannsschild";SPE;S;61120;Androsace;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";463d9622-86fa-405e-bdd6-95a8865b2027
419;"Androsace hausmannii";Leyb.;0;419;"Androsace hausmannii";Dolomiten-Mannsschild;SPE;S;61120;Androsace;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";0113d78f-f9c9-4733-8eca-1f0824db1be7
420;"Androsace helvetica";"(L.) All.";0;420;"Androsace helvetica";"Schweizer Mannsschild";SPE;S;61120;Androsace;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";ada7e4a6-97f4-4445-ac04-e0806346361f
421;"Androsace lactea";L.;0;421;"Androsace lactea";"Milchweißer Mannsschild";SPE;S;61120;Androsace;"Buttler 2018";"Buttler 2018";0;;"Buttler 2018";1874795a-5530-4427-9cf1-a9ef36ff20f3
